repo,number,state,duration_hours,additions,deletions,changed_files,body_len,participants,comments,reviews
repo_example,79,MERGED,20.97350911570802,43,8,6,473,5,124,62
repo_example,80,MERGED,18.409932171482474,433,48,4,477,5,79,41
repo_example,81,CLOSED,75.22765970152449,21,244,3,147,6,149,76
repo_example,82,MERGED,59.564697955787345,745,36,3,307,4,108,54
repo_example,83,MERGED,12.698100980828183,47,3,3,436,3,5,3
repo_example,84,MERGED,12.026011652681962,5,38,10,258,5,37,19
repo_example,85,MERGED,17.25309924586029,60,120,6,514,3,9,5
repo_example,86,MERGED,1.515504569465991,18,8,1,772,2,11,6
repo_example,87,CLOSED,5.84326469533007,211,16,6,142,3,12,7
repo_example,88,MERGED,123.75489438856675,18,20,4,23,6,385,194
repo_example,89,CLOSED,259.1689575215476,30,6,3,360,6,130,67
repo_example,90,MERGED,17.80021583667266,2,52,3,444,4,37,20
repo_example,91,MERGED,47.938655637843645,25,16,10,253,6,149,74
repo_example,92,CLOSED,52.30118998693774,1,37,8,590,4,11,9
repo_example,93,CLOSED,1448.3437028158032,4,5,2,32,5,88,44
repo_example,94,MERGED,91.97747628348863,156,10,5,438,5,124,61
repo_example,95,CLOSED,30.87719324434238,194,59,2,178,6,97,50
repo_example,96,MERGED,7.624793968680027,94,11,1,643,6,134,70
repo_example,97,MERGED,3.491453922052976,11,266,2,698,7,107,54
repo_example,98,MERGED,30.63705406016758,46,10,8,146,4,55,28
repo_example,99,MERGED,9.683592282462651,49,28,8,190,2,3,3
repo_example,100,MERGED,4.355107868267773,8,81,6,471,2,10,6
repo_example,101,MERGED,11.0470825364971,476,2,7,222,5,85,41
repo_example,102,MERGED,6.554790956484625,186,1,6,290,4,57,28
repo_example,103,MERGED,181.74848712318507,35,2,2,305,4,16,9
repo_example,104,MERGED,69.13226395678332,52,132,5,10,7,1082,543
repo_example,105,CLOSED,35.657224206732515,81,8,7,297,5,209,106
repo_example,106,MERGED,141.73892329515388,2,927,7,162,6,493,247
repo_example,107,MERGED,26.33491958856344,34,8,10,201,3,38,19
repo_example,108,CLOSED,12.80682070861165,20,26,7,588,4,20,12
repo_example,109,MERGED,149.27686305893488,11,202,5,48,3,51,25
repo_example,110,MERGED,45.82115494175416,32,405,9,462,6,147,72
repo_example,111,MERGED,6.912687181336552,741,440,3,244,5,167,83
repo_example,112,MERGED,19.09921847445461,130,122,2,244,3,21,11
repo_example,113,CLOSED,12.588416105637119,25,92,3,458,5,57,30
repo_example,114,CLOSED,6.8493876991871865,141,48,2,368,4,37,20
repo_example,115,MERGED,72.92757952189375,407,64,2,414,3,26,12
repo_example,116,CLOSED,355.9601929416226,240,8,3,493,5,62,33
repo_example,117,CLOSED,6.721006027968885,64,5,2,233,3,18,10
repo_example,118,MERGED,47.163340871773975,18,19,3,177,6,260,130
repo_example,119,CLOSED,16.489896425619666,170,15,1,82,4,90,47
repo_example,120,MERGED,13.37655262063028,90,10,4,134,3,9,6
repo_example,121,CLOSED,17.683751601766918,229,56,4,889,4,110,56
repo_example,122,CLOSED,12.76529314070082,154,83,2,548,3,11,7
repo_example,123,MERGED,25.43890725869504,241,22,6,29,6,257,128
repo_example,124,MERGED,8.854392739786613,22,183,8,35,4,34,18
repo_example,125,MERGED,33.20173127113395,360,3,1,396,5,102,50
repo_example,126,MERGED,22.595891529200994,67,14,2,409,5,174,88
repo_example,127,CLOSED,27.02551128246462,1348,6,2,409,4,47,23
repo_example,128,CLOSED,12.114978068692134,20,1,2,249,2,1,3
repo_example,129,MERGED,12.012265270469936,675,17,7,274,5,64,32
repo_example,130,MERGED,59.41360861186976,67,16,3,365,5,178,89
repo_example,131,MERGED,43.77900898097752,18,193,3,317,3,18,10
repo_example,132,MERGED,7.426001342879318,24,51,1,10,2,2,1
repo_example,133,MERGED,27.038251803925185,30,4,6,254,3,22,10
repo_example,134,MERGED,59.128815552896,94,322,1,129,6,237,121
repo_example,135,CLOSED,4.856085210695072,130,124,4,335,7,157,79
repo_example,136,MERGED,46.06650260229482,21,47,4,897,3,29,17
repo_example,137,MERGED,10.836340205787339,48,14,12,373,3,20,11
repo_example,138,CLOSED,71.39567839034845,1491,4,1,237,7,721,360
repo_example,139,MERGED,9.603646234896232,667,11,1,484,3,14,8
repo_example,140,CLOSED,4.127452620066041,115,102,4,396,4,25,15
repo_example,141,CLOSED,5.106263957290348,62,337,19,384,4,73,38
repo_example,142,MERGED,25.42558031717015,59,202,11,421,5,140,68
repo_example,143,MERGED,32.77679620980698,125,9,4,711,5,36,20
repo_example,144,MERGED,8.108183661519679,10,3,2,73,4,13,8
repo_example,145,MERGED,51.643522737707734,33,24,7,394,3,6,2
repo_example,146,MERGED,3.2681685633015602,4,1,2,114,2,7,2
repo_example,147,MERGED,22.170400135373992,90,32,5,411,4,89,45
repo_example,148,MERGED,5.611591620599692,132,16,5,116,2,13,8
repo_example,149,MERGED,10.977530490395695,24,9,9,216,4,30,13
repo_example,150,MERGED,25.40465019796411,530,1,48,240,6,195,96
repo_example,151,CLOSED,12.820210873079134,8,43,5,495,4,21,11
repo_example,152,MERGED,15.12860280102673,5,8,2,483,3,18,10
repo_example,153,MERGED,80.28679819568755,70,3,3,50,4,23,12
repo_example,154,MERGED,12.010527861047464,240,0,1,310,4,53,27
repo_example,155,CLOSED,98.13552906646895,750,19,2,158,6,330,166
repo_example,156,MERGED,6.186723374339235,25,285,2,48,5,76,37
repo_example,157,MERGED,45.323190988685006,252,241,2,256,4,79,39
repo_example,158,CLOSED,203.03965062521283,56,10,4,238,5,81,43
repo_example,159,MERGED,1.2362473126926325,38,8,2,785,5,38,18
repo_example,160,CLOSED,13.835595175861139,225,40,10,386,2,8,5
repo_example,161,MERGED,47.96830033071829,133,4,4,24,6,241,120
repo_example,162,MERGED,18.810201715447622,4,31,3,187,5,22,10
repo_example,163,MERGED,37.465813545469246,457,63,3,504,6,205,104
repo_example,164,MERGED,11.626321312315998,396,125,4,717,6,323,162
repo_example,165,MERGED,26.627954241870828,19,17,7,10,2,6,4
repo_example,166,CLOSED,29.86556833042477,108,14,2,10,4,22,14
repo_example,167,MERGED,97.45515313497334,104,5,2,674,5,62,31
repo_example,168,MERGED,32.56893247129769,73,5,3,377,4,29,12
repo_example,169,MERGED,35.98769321380362,21,14,1,126,5,196,100
repo_example,170,MERGED,14.640643624676436,18,34,2,406,3,13,7
repo_example,171,MERGED,13.368836464172542,48,78,2,10,5,29,14
repo_example,172,MERGED,14.28177151607059,290,5,8,300,5,96,48
repo_example,173,MERGED,38.52842964798657,113,187,4,365,4,31,16
repo_example,174,MERGED,14.48150695997034,28,13,4,484,3,17,10
repo_example,175,MERGED,33.980392212331004,159,19,8,97,6,106,53
repo_example,176,MERGED,289.6098836985354,0,6,3,317,4,18,10
repo_example,177,MERGED,68.26542900108507,280,0,5,114,5,103,54
repo_example,178,MERGED,16.229419142265645,3,75,3,351,4,26,12
repo_example,179,CLOSED,152.1665500592538,34,60,4,120,3,17,9
repo_example,180,MERGED,14.70758552385537,9,13,2,218,4,30,15
repo_example,181,MERGED,2.0798679125904806,7,22,1,100,5,88,44
repo_example,182,MERGED,7.1588564694523775,285,43,3,430,5,72,35
repo_example,183,CLOSED,3.8135809637637137,28,1,13,471,3,18,10
repo_example,184,CLOSED,23.610765130077816,100,9,8,253,6,91,46
repo_example,185,MERGED,24.53635475787763,46,65,8,307,4,15,8
repo_example,186,MERGED,179.42882390367055,102,3,11,10,6,538,268
repo_example,187,CLOSED,53.294428085470386,67,31,4,240,4,68,35
repo_example,188,MERGED,18.451269870313844,7,2,4,289,5,78,39
repo_example,189,MERGED,64.93199735853605,222,40,2,824,4,51,27
repo_example,190,MERGED,1.6899373538810514,23,18,3,77,5,108,54
repo_example,191,MERGED,31.842163254492988,4,1,6,592,4,28,15
repo_example,192,CLOSED,90.79072847798702,31,114,10,499,4,140,72
repo_example,193,CLOSED,6.105655321190479,568,6,3,356,5,88,46
repo_example,194,MERGED,94.68529252799753,178,5,2,651,5,81,42
repo_example,195,MERGED,36.02631052167662,29,27,4,374,6,152,74
repo_example,196,MERGED,14.580839935513653,29,112,6,377,4,64,31
repo_example,197,CLOSED,76.92701981359049,36,4,1,289,4,9,4
repo_example,198,CLOSED,549.1383249683263,1351,21,1,544,4,127,66
repo_example,199,CLOSED,44.77985819789257,105,38,2,519,5,52,27
repo_example,200,CLOSED,48.491263224558764,114,56,1,174,5,93,49
repo_example,201,MERGED,13.82973177283501,234,26,2,36,5,66,34
repo_example,202,MERGED,8.655894959091166,71,11,3,259,5,120,61
repo_example,203,MERGED,65.00452027702013,33,5,2,139,3,8,3
repo_example,204,CLOSED,12.886990928318305,44,22,13,287,4,35,19
repo_example,205,MERGED,26.152199948215927,44,4,5,547,2,8,3
repo_example,206,MERGED,13.529397279622467,47,0,5,208,5,67,33
repo_example,207,MERGED,42.64157094563791,148,38,6,291,5,82,39
repo_example,208,MERGED,35.81792106967017,54,77,1,311,5,101,52
repo_example,209,MERGED,83.3544305253724,150,0,9,469,5,42,20
repo_example,210,MERGED,13.01410997721672,44,4,3,10,5,114,56
repo_example,211,MERGED,17.360611061292005,56,50,6,178,6,138,70
repo_example,212,MERGED,7.415240218890995,2,437,2,342,5,144,71
repo_example,213,MERGED,14.082063822017107,197,20,1,540,5,58,29
repo_example,214,MERGED,37.743543275318274,84,6,7,201,5,101,51
repo_example,215,CLOSED,89.29140890922218,267,15,5,10,4,50,27
repo_example,216,MERGED,7.936365630673731,0,157,2,423,5,112,57
repo_example,217,MERGED,68.14112583486488,1146,7,2,172,8,1264,630
repo_example,218,CLOSED,183.14613187571024,48,6,10,62,6,170,86
repo_example,219,MERGED,39.41615328812583,263,9,1,175,4,49,24
repo_example,220,CLOSED,342.2953337946619,12,4,16,263,5,54,29
repo_example,221,MERGED,9.483057557452444,125,24,2,179,3,12,7
repo_example,222,MERGED,5.389583915894251,10,228,6,10,6,98,48
repo_example,223,MERGED,2.8393908270931165,19,32,3,479,4,31,17
repo_example,224,MERGED,144.50397331079412,882,13,6,554,4,41,21
repo_example,225,MERGED,52.63033254934375,37,12,2,430,4,14,7
repo_example,226,MERGED,22.45138321106733,69,1,3,72,4,32,16
repo_example,227,CLOSED,50.37430834456556,220,75,4,259,6,69,36
repo_example,228,MERGED,6.218116041108592,105,17,2,298,2,12,6
repo_example,229,CLOSED,677.5079682886153,74,15,7,419,6,165,83
repo_example,230,MERGED,28.02562439722955,86,2405,2,433,6,353,176
repo_example,231,CLOSED,41.05007619230021,2206,31,3,153,6,192,98
repo_example,232,MERGED,57.338584784334714,45,6,2,316,3,21,11
repo_example,233,MERGED,42.74554196531614,67,10,1,391,5,158,78
repo_example,234,MERGED,31.397072606724628,241,111,3,591,6,559,279
repo_example,235,MERGED,9.295073083527642,262,23,34,440,4,39,21
repo_example,236,CLOSED,63.388405553838396,355,2,7,457,5,58,30
repo_example,237,MERGED,229.6331937592379,130,79,3,316,6,238,121
repo_example,238,MERGED,120.60947970631894,9,7,3,582,4,24,12
repo_example,239,MERGED,162.37001635329003,579,332,4,381,6,245,121
repo_example,240,MERGED,12.99539441121449,8,101,6,127,5,94,48
repo_example,241,CLOSED,10.979096581515444,93,10,1,580,2,4,4
repo_example,242,CLOSED,30.956241238829037,19,136,10,439,7,233,117
repo_example,243,CLOSED,38.489629185542384,54,22,7,211,4,44,25
repo_example,244,MERGED,89.21807490414193,81,71,7,204,5,62,32
repo_example,245,MERGED,3.149035686469154,80,41,5,359,4,31,15
repo_example,246,CLOSED,225.6486902264627,112,5,4,392,5,84,44
repo_example,247,MERGED,19.8547714200315,562,7,6,339,4,21,11
repo_example,248,CLOSED,21.569098265977324,117,93,6,362,7,281,141
repo_example,249,CLOSED,10.686632786039514,40,12,3,639,4,26,14
repo_example,250,CLOSED,4.941608730913737,254,10,2,514,5,72,37
repo_example,251,MERGED,64.44798930202899,297,4,4,338,6,315,158
repo_example,252,MERGED,26.20723167927713,7,37,15,488,3,14,7
repo_example,253,CLOSED,7.656583444771878,146,441,1,93,6,131,67
repo_example,254,MERGED,5.073136695282861,143,4,1,379,4,32,16
repo_example,255,MERGED,16.04042648940312,31,20,4,661,5,77,39
repo_example,256,MERGED,177.83918034431366,393,166,4,256,5,25,13
repo_example,257,CLOSED,26.36426030964826,46,17,4,130,4,30,17
repo_example,258,MERGED,3.952239129794206,60,39,4,169,4,17,9
repo_example,259,MERGED,17.870693803235127,38,4,3,82,4,46,24
repo_example,260,MERGED,17.301367535091032,51,38,14,143,3,69,36
repo_example,261,MERGED,1.1,9,15,1,225,3,6,3
repo_example,262,CLOSED,33.72923938227465,6,87,2,18,4,24,13
repo_example,263,MERGED,18.19109873769526,546,118,3,303,5,113,56
repo_example,264,MERGED,55.34030402580505,14,972,1,480,5,85,43
repo_example,265,CLOSED,331.0489509107239,13,47,3,118,6,180,91
repo_example,266,CLOSED,139.12836190132026,1,32,16,603,5,33,17
repo_example,267,MERGED,17.3811693978036,19,26,4,402,2,2,1
repo_example,268,CLOSED,9.54185439851332,7,11,4,506,2,8,6
repo_example,269,MERGED,526.4127465285068,587,33,1,168,6,116,58
repo_example,270,MERGED,25.767550072395704,227,12,2,470,3,16,8
repo_example,271,CLOSED,36.60680268151627,20,25,3,81,3,10,6
repo_example,272,CLOSED,34.972737658377746,1759,144,3,478,6,229,118
repo_example,273,CLOSED,45.659909149287365,261,4,11,334,6,318,160
repo_example,274,CLOSED,30.273914803241173,36,110,6,410,5,86,42
repo_example,275,MERGED,12.057169015686005,1,144,1,64,4,27,14
repo_example,276,MERGED,12.451275915837549,1553,16,4,120,6,270,136
repo_example,277,CLOSED,34.61250435078571,7,0,5,419,3,8,5
repo_example,278,MERGED,12.502693548656143,4,8,10,110,2,8,4
repo_example,279,CLOSED,15.303843396584764,277,139,15,392,4,28,14
repo_example,280,CLOSED,40.904300805387024,2330,19,2,26,5,39,22
repo_example,281,CLOSED,26.510643067500958,477,4,2,469,5,67,34
repo_example,282,MERGED,145.888906348959,116,9,1,53,5,119,59
repo_example,283,MERGED,1.1,122,70,3,410,4,31,16
repo_example,284,MERGED,88.93111245396918,179,45,5,425,4,76,38
repo_example,285,MERGED,107.05642815041364,156,13,9,160,4,44,21
repo_example,286,MERGED,1.9936867271688992,76,11,3,416,4,49,24
repo_example,287,MERGED,15.90810483575301,58,11,3,352,2,7,5
repo_example,288,MERGED,15.368574246602323,45,5,4,192,4,73,36
repo_example,289,MERGED,4.432837050009477,16,225,2,98,3,17,9
repo_example,290,MERGED,9.437336644552957,32,12,25,10,3,12,6
repo_example,291,MERGED,6.330396141471109,3,124,1,369,3,10,5
repo_example,292,MERGED,196.5227817909149,43,195,4,10,5,91,46
repo_example,293,CLOSED,110.64567850878018,13,89,23,319,7,196,98
repo_example,294,MERGED,110.3790050755431,9,10,4,247,4,61,31
repo_example,295,MERGED,57.05754427115583,65,36,3,435,6,179,91
repo_example,296,MERGED,6.191588670432989,403,19,3,239,5,125,63
repo_example,297,CLOSED,19.184345710981084,237,5,3,234,3,20,11
repo_example,298,MERGED,43.17679956237977,4,32,12,446,4,30,14
repo_example,299,MERGED,5.537263688388871,11,3,1,367,2,7,3
repo_example,300,MERGED,56.46674871307341,205,118,14,363,7,458,230
repo_example,301,MERGED,17.98725321939312,11,9,1,393,4,10,3
repo_example,302,MERGED,15.306366627488986,35,27,3,10,5,90,45
repo_example,303,MERGED,56.3287911309246,114,30,2,451,6,200,99
repo_example,304,MERGED,40.9016254425699,11,13,6,422,6,191,96
repo_example,305,CLOSED,23.3444563258004,69,48,1,96,4,33,17
repo_example,306,CLOSED,144.70753455958612,7,9,5,251,5,65,33
repo_example,307,MERGED,6.558604405297414,20,73,23,292,7,350,174
repo_example,308,MERGED,50.2583427825101,80,2,1,273,3,34,16
repo_example,309,CLOSED,73.34984915068546,4,24,4,366,2,9,5
repo_example,310,MERGED,16.55350899425343,96,366,2,586,3,15,8
repo_example,311,MERGED,35.49576725213793,48,4,5,516,6,86,44
repo_example,312,MERGED,5.347972615346707,114,7,4,37,2,6,3
repo_example,313,MERGED,72.7396227595095,69,43,2,424,3,55,27
repo_example,314,CLOSED,28.836339349298427,463,26,5,565,6,155,79
repo_example,315,CLOSED,19.22576514026449,72,33,19,377,5,54,27
repo_example,316,MERGED,84.50958005359827,26,41,3,518,5,98,48
repo_example,317,MERGED,10.307186822685015,60,51,7,702,4,52,27
repo_example,318,MERGED,4.427788611729369,112,105,1,504,5,174,88
repo_example,319,MERGED,3.7065399822482825,53,36,2,349,3,11,6
repo_example,320,MERGED,49.66327726502978,53,13,5,509,4,28,14
repo_example,321,MERGED,5.163107399028642,17,54,14,328,3,12,7
repo_example,322,CLOSED,295.67827571281714,21,345,5,304,5,430,215
repo_example,323,MERGED,1.9733617113724715,6,16,3,229,4,32,16
repo_example,324,MERGED,183.79140982515923,689,4,3,612,6,396,198
repo_example,325,CLOSED,46.374043672571055,8,105,1,136,6,193,99
repo_example,326,CLOSED,32.05532140980123,20,16,6,606,2,7,6
repo_example,327,MERGED,12.480294072648976,17,0,8,399,5,98,49
repo_example,328,MERGED,38.74559870610146,191,71,2,20,6,445,225
repo_example,329,MERGED,22.940231138569,32,8,2,373,5,72,35
repo_example,330,MERGED,90.19879689329095,324,17,4,10,8,849,425
repo_example,331,MERGED,27.525889791210385,18,32,2,425,4,14,4
repo_example,332,CLOSED,43.11543493795273,90,26,3,477,4,38,18
repo_example,333,MERGED,15.51363284416626,14,57,25,181,4,17,9
repo_example,334,MERGED,22.414746807759993,1248,10,3,324,6,375,188
repo_example,335,MERGED,34.723474369041384,8,43,3,690,2,15,7
repo_example,336,MERGED,3.082841569490079,79,13,2,198,5,65,31
repo_example,337,CLOSED,7.1398833017789025,154,60,7,88,6,180,93
repo_example,338,CLOSED,87.83287413923733,111,50,3,596,6,160,83
repo_example,339,MERGED,29.46173657285427,37,4,2,692,4,46,24
repo_example,340,MERGED,19.245433786977472,41,101,12,300,4,23,11
repo_example,341,MERGED,24.536812724650115,53,8,13,502,4,18,9
repo_example,342,MERGED,36.42123110721938,40,67,2,568,6,216,107
repo_example,343,MERGED,12.557802857081896,212,34,1,151,6,147,75
repo_example,344,MERGED,9.431811330102134,1377,315,9,202,6,155,80
repo_example,345,MERGED,30.35824475509078,21,14,2,546,3,23,11
repo_example,346,MERGED,7.4187197154932925,6,11,7,637,2,1,1
repo_example,347,MERGED,39.17180145121862,43,19,1,412,3,11,8
repo_example,348,MERGED,3.111028893070803,2396,12,8,124,8,1014,507
repo_example,349,MERGED,82.51999232033162,14,66,1,697,3,19,9
repo_example,350,MERGED,42.316234605592875,584,1,7,193,5,181,91
repo_example,351,MERGED,32.631873045755725,619,4,4,232,7,391,196
repo_example,352,CLOSED,117.0671988644009,25,4,2,368,3,9,6
repo_example,353,MERGED,177.0838171491282,117,83,2,610,6,161,81
repo_example,354,MERGED,81.06877823323934,575,260,6,470,7,551,277
repo_example,355,MERGED,2.6353203584164753,28,17,4,382,3,18,10
repo_example,356,MERGED,5.168391251969304,36,15,6,392,7,439,219
repo_example,357,MERGED,11.339265631924908,20,22,22,308,2,6,3
repo_example,358,MERGED,24.76330921646701,10,114,1,411,6,170,85
repo_example,359,CLOSED,67.00114863292798,21,4,16,10,4,24,14
repo_example,360,MERGED,10.045866481871476,7,28,4,240,4,53,27
repo_example,361,MERGED,30.029311291625326,52,86,2,348,5,97,51
repo_example,362,MERGED,9.694845102567903,15,42,1,69,4,14,7
repo_example,363,MERGED,11.521702914215263,71,26,3,377,5,56,27
repo_example,364,MERGED,4.437364034103472,4,89,8,259,2,3,3
repo_example,365,CLOSED,11.889302462939384,98,0,3,651,5,62,33
repo_example,366,MERGED,4.739977095907785,174,55,14,614,5,70,35
repo_example,367,CLOSED,11.16150757151796,2,7,1,206,4,24,12
repo_example,368,CLOSED,127.47102634039676,104,1,3,269,5,205,104
repo_example,369,MERGED,7.681195228407728,315,43,1,285,5,102,52
repo_example,370,MERGED,565.0489181261634,8,156,5,209,6,196,100
repo_example,371,MERGED,43.38159667393604,614,16,8,339,4,64,32
repo_example,372,MERGED,29.959820843713633,93,83,2,148,5,40,18
repo_example,373,MERGED,8.567915699734558,17,224,1,73,6,200,100
repo_example,374,MERGED,55.61348376638558,45,143,4,424,6,387,194
repo_example,375,MERGED,12.028615533450067,115,234,5,425,5,64,32
repo_example,376,MERGED,27.784147046670295,56,60,5,139,4,61,31
repo_example,377,CLOSED,777.1398990194725,134,22,11,479,5,60,32
repo_example,378,MERGED,21.386971980369953,12,1,2,173,5,63,31
repo_example,379,CLOSED,142.97173165710038,76,13,6,350,5,136,69
repo_example,380,MERGED,10.321634406089528,5,5,10,464,5,96,48
repo_example,381,MERGED,23.01319257603655,42,519,1,293,5,50,26
repo_example,382,MERGED,200.94165516494647,12,15,5,390,3,38,18
repo_example,383,MERGED,11.310068661800099,16,24,2,196,4,35,17
repo_example,384,CLOSED,316.8591039546243,382,45,3,260,7,362,183
repo_example,385,CLOSED,84.16854368467366,307,21,5,258,5,92,46
repo_example,386,CLOSED,18.330361939163435,148,254,2,150,4,35,19
repo_example,387,MERGED,51.26166066014284,9,7,2,264,4,64,33
repo_example,388,MERGED,77.10122507713268,31,26,4,10,5,114,58
repo_example,389,CLOSED,75.92081529521802,369,6,2,201,3,42,24
repo_example,390,CLOSED,5.4698395024552475,73,2,2,243,5,98,50
repo_example,391,CLOSED,15.043625211363027,1945,7,6,248,6,530,268
repo_example,392,MERGED,17.832657506538656,90,18,1,251,4,55,29
repo_example,393,MERGED,21.949266353413087,66,10,6,287,4,43,24
repo_example,394,CLOSED,75.81722090134033,37,7,5,395,5,69,36
repo_example,395,MERGED,29.704395499305548,61,2,1,474,4,17,9
repo_example,396,CLOSED,7.250755773136074,46,17,2,170,3,25,14
repo_example,397,CLOSED,56.812499302658836,172,2,10,59,3,5,5
repo_example,398,MERGED,49.93672603277718,209,62,2,91,7,255,129
repo_example,399,CLOSED,70.47566521477444,18,22,2,202,2,8,5
repo_example,400,CLOSED,131.69067601911888,7,2,5,229,5,102,53
repo_example,401,MERGED,65.28487693440664,3,12,7,146,3,20,10
repo_example,402,CLOSED,62.460542259793186,128,6,3,40,5,52,28
repo_example,403,MERGED,22.06196260605316,9,32,2,208,4,18,9
repo_example,404,CLOSED,4.90554313727105,1,149,13,336,4,30,15
repo_example,405,MERGED,40.18909512614502,89,1,18,419,6,241,120
